Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Account,Chrome 114.0.5735.198,,,2023-06-28 09:36:39,2023-06-28 09:37:23,44.386s,PASSED
,,,,,,,
Test Cases/Account/Login fails,Chrome 114.0.5735.198,,,2023-06-28 09:36:39,2023-06-28 09:37:23,43.969s,PASSED
Start listener action : enableSauceLabs,Chrome 114.0.5735.198,,,2023-06-28 09:36:39,2023-06-28 09:36:39,0.035s,PASSED
"openBrowser("""")",Chrome 114.0.5735.198,,,2023-06-28 09:36:40,2023-06-28 09:36:46,6.611s,PASSED
"navigateToUrl(""https://cms.demo.katalon.com/my-account/"")",Chrome 114.0.5735.198,,,2023-06-28 09:36:46,2023-06-28 09:36:54,7.374s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__username""))",Chrome 114.0.5735.198,,,2023-06-28 09:36:54,2023-06-28 09:36:57,3.669s,PASSED
"setText(findTestObject(""Page_My account  Katalon Shop/input__username""), username)",Chrome 114.0.5735.198,,,2023-06-28 09:36:57,2023-06-28 09:37:04,6.706s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__password""))",Chrome 114.0.5735.198,,,2023-06-28 09:37:04,2023-06-28 09:37:07,3.355s,PASSED
"setText(findTestObject(""Page_My account  Katalon Shop/input__password""), password)",Chrome 114.0.5735.198,,,2023-06-28 09:37:07,2023-06-28 09:37:14,6.366s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__rememberme""))",Chrome 114.0.5735.198,,,2023-06-28 09:37:14,2023-06-28 09:37:17,3.238s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/button_Log in""))",Chrome 114.0.5735.198,,,2023-06-28 09:37:17,2023-06-28 09:37:23,5.989s,PASSED
"getText(findTestObject(""Object Repository/Page_My account  Katalon Shop/Page_My account  Katalon Shop/strong_KatalonLover""), STOP_ON_FAILURE)",Chrome 114.0.5735.198,,,2023-06-28 09:37:23,2023-06-28 09:37:23,0.131s,PASSED
"responseString = ""KatalonLover""",Chrome 114.0.5735.198,,,2023-06-28 09:37:23,2023-06-28 09:37:23,0.001s,PASSED
"expectedString = ""katalonlover""",Chrome 114.0.5735.198,,,2023-06-28 09:37:23,2023-06-28 09:37:23,0.001s,PASSED
if (responseString.toUpperCase() == expectedString),Chrome 114.0.5735.198,,,2023-06-28 09:37:23,2023-06-28 09:37:23,0.001s,PASSED
else,Chrome 114.0.5735.198,,,2023-06-28 09:37:23,2023-06-28 09:37:23,0.010s,PASSED
closeBrowser(),Chrome 114.0.5735.198,,,2023-06-28 09:37:23,2023-06-28 09:37:23,0.112s,PASSED
Start listener action : autoUpdateJobStatus,Chrome 114.0.5735.198,,,2023-06-28 09:37:23,2023-06-28 09:37:23,0.001s,PASSED
