Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Remove,Chrome 112.0.0.0,,,2023-04-08 16:08:29,2023-04-08 16:10:04,1m - 34.144s,FAILED
,,,,,,,
Test Cases/Order Process/Checkout 03,Chrome 112.0.0.0,,,2023-04-08 16:08:30,2023-04-08 16:09:12,42.061s,FAILED
Start listener action : enableSauceLabs,Chrome 112.0.0.0,,,2023-04-08 16:08:30,2023-04-08 16:08:30,0.022s,PASSED
"callTestCase(findTestCase(""Order Process/Check order 02""), [:], STOP_ON_FAILURE)",Chrome 112.0.0.0,,,2023-04-08 16:08:30,2023-04-08 16:09:12,41.536s,FAILED
Start listener action : autoUpdateJobStatus,Chrome 112.0.0.0,,,2023-04-08 16:09:12,2023-04-08 16:09:12,0.002s,PASSED
,,,,,,,
Test Cases/Order Process/remove items 04,Chrome 112.0.0.0,,,2023-04-08 16:09:12,2023-04-08 16:10:04,51.655s,FAILED
Start listener action : enableSauceLabs,Chrome 112.0.0.0,,,2023-04-08 16:09:12,2023-04-08 16:09:12,0.001s,PASSED
"callTestCase(findTestCase(""Account/Login successfully""), [:], STOP_ON_FAILURE)",Chrome 112.0.0.0,,,2023-04-08 16:09:12,2023-04-08 16:09:44,32.115s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/Page_Katalon Shop  Katalon Ecommerce/Page_Cart  Katalon Shop/a_Cart""))",Chrome 112.0.0.0,,,2023-04-08 16:09:44,2023-04-08 16:09:49,4.255s,PASSED
SamplePageTitle = getWindowTitle(),Chrome 112.0.0.0,,,2023-04-08 16:09:49,2023-04-08 16:09:49,0.009s,PASSED
"verifyMatch(SamplePageTitle, ""Cart – Katalon Shop"", false)",Chrome 112.0.0.0,,,2023-04-08 16:09:49,2023-04-08 16:09:49,0.001s,PASSED
delay(10),Chrome 112.0.0.0,,,2023-04-08 16:09:49,2023-04-08 16:09:59,10.028s,PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/a_""), 0, CONTINUE_ON_FAILURE))",Chrome 112.0.0.0,,,2023-04-08 16:09:59,2023-04-08 16:10:01,2.032s,FAILED
else,Chrome 112.0.0.0,,,2023-04-08 16:10:01,2023-04-08 16:10:04,2.915s,PASSED
Start listener action : autoUpdateJobStatus,Chrome 112.0.0.0,,,2023-04-08 16:10:04,2023-04-08 16:10:04,0.002s,PASSED
