Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Account,Chrome 114.0.0.0,,,2023-06-28 09:24:17,2023-06-28 09:25:05,48.307s,PASSED
,,,,,,,
Test Cases/Account/Login fails,Chrome 114.0.0.0,,,2023-06-28 09:24:18,2023-06-28 09:25:05,47.890s,PASSED
Start listener action : enableSauceLabs,Chrome 114.0.0.0,,,2023-06-28 09:24:18,2023-06-28 09:24:18,0.043s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-28 09:24:18,2023-06-28 09:24:29,10.735s,PASSED
"navigateToUrl(""https://cms.demo.katalon.com/my-account/"")",Chrome 114.0.0.0,,,2023-06-28 09:24:29,2023-06-28 09:24:36,7.248s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__username""))",Chrome 114.0.0.0,,,2023-06-28 09:24:36,2023-06-28 09:24:40,3.740s,PASSED
"setText(findTestObject(""Page_My account  Katalon Shop/input__username""), username)",Chrome 114.0.0.0,,,2023-06-28 09:24:40,2023-06-28 09:24:47,6.829s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__password""))",Chrome 114.0.0.0,,,2023-06-28 09:24:47,2023-06-28 09:24:50,3.364s,PASSED
"setText(findTestObject(""Page_My account  Katalon Shop/input__password""), password)",Chrome 114.0.0.0,,,2023-06-28 09:24:50,2023-06-28 09:24:56,6.405s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__rememberme""))",Chrome 114.0.0.0,,,2023-06-28 09:24:56,2023-06-28 09:25:00,3.245s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/button_Log in""))",Chrome 114.0.0.0,,,2023-06-28 09:25:00,2023-06-28 09:25:05,5.526s,PASSED
"getText(findTestObject(""Object Repository/Page_My account  Katalon Shop/Page_My account  Katalon Shop/strong_KatalonLover""), STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-28 09:25:05,2023-06-28 09:25:05,0.131s,PASSED
"responseString = ""KatalonLover""",Chrome 114.0.0.0,,,2023-06-28 09:25:05,2023-06-28 09:25:05,0.000s,PASSED
"expectedString = ""katalonlover""",Chrome 114.0.0.0,,,2023-06-28 09:25:05,2023-06-28 09:25:05,0.000s,PASSED
if (responseString.toUpperCase() == expectedString),Chrome 114.0.0.0,,,2023-06-28 09:25:05,2023-06-28 09:25:05,0.002s,PASSED
else,Chrome 114.0.0.0,,,2023-06-28 09:25:05,2023-06-28 09:25:05,0.009s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-06-28 09:25:05,2023-06-28 09:25:05,0.134s,PASSED
Start listener action : autoUpdateJobStatus,Chrome 114.0.0.0,,,2023-06-28 09:25:05,2023-06-28 09:25:05,0.001s,PASSED
