Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Account,Edge Chromium 113,,,2023-05-07 20:45:18,2023-05-07 20:45:58,40.575s,PASSED
,,,,,,,
Test Cases/Account/Login fails,Edge Chromium 113,,,2023-05-07 20:45:18,2023-05-07 20:45:58,40.110s,PASSED
Start listener action : enableSauceLabs,Edge Chromium 113,,,2023-05-07 20:45:18,2023-05-07 20:45:18,0.023s,PASSED
"openBrowser("""")",Edge Chromium 113,,,2023-05-07 20:45:19,2023-05-07 20:45:35,16.099s,PASSED
"navigateToUrl(""https://cms.demo.katalon.com/my-account/"")",Edge Chromium 113,,,2023-05-07 20:45:35,2023-05-07 20:45:45,10.268s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__username""))",Edge Chromium 113,,,2023-05-07 20:45:45,2023-05-07 20:45:46,1.584s,PASSED
"setText(findTestObject(""Page_My account  Katalon Shop/input__username""), username)",Edge Chromium 113,,,2023-05-07 20:45:46,2023-05-07 20:45:48,1.968s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__password""))",Edge Chromium 113,,,2023-05-07 20:45:48,2023-05-07 20:45:49,1.005s,PASSED
"setText(findTestObject(""Page_My account  Katalon Shop/input__password""), password)",Edge Chromium 113,,,2023-05-07 20:45:49,2023-05-07 20:45:51,1.656s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__rememberme""))",Edge Chromium 113,,,2023-05-07 20:45:51,2023-05-07 20:45:52,0.608s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/button_Log in""))",Edge Chromium 113,,,2023-05-07 20:45:52,2023-05-07 20:45:57,5.344s,PASSED
"getText(findTestObject(""Object Repository/Page_My account  Katalon Shop/Page_My account  Katalon Shop/strong_KatalonLover""), STOP_ON_FAILURE)",Edge Chromium 113,,,2023-05-07 20:45:57,2023-05-07 20:45:58,0.807s,PASSED
"responseString = ""KatalonLover""",Edge Chromium 113,,,2023-05-07 20:45:58,2023-05-07 20:45:58,0.001s,PASSED
"expectedString = ""katalonlover""",Edge Chromium 113,,,2023-05-07 20:45:58,2023-05-07 20:45:58,0.000s,PASSED
if (responseString.toUpperCase() == expectedString),Edge Chromium 113,,,2023-05-07 20:45:58,2023-05-07 20:45:58,0.007s,PASSED
else,Edge Chromium 113,,,2023-05-07 20:45:58,2023-05-07 20:45:58,0.017s,PASSED
closeBrowser(),Edge Chromium 113,,,2023-05-07 20:45:58,2023-05-07 20:45:58,0.245s,PASSED
Start listener action : autoUpdateJobStatus,Edge Chromium 113,,,2023-05-07 20:45:58,2023-05-07 20:45:58,0.004s,PASSED
