Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Account,Chrome 114.0.5735.198,,,2023-06-28 09:15:56,2023-06-28 09:16:44,48.472s,PASSED
,,,,,,,
Test Cases/Account/Login fails,Chrome 114.0.5735.198,,,2023-06-28 09:15:56,2023-06-28 09:16:44,48.107s,PASSED
Start listener action : enableSauceLabs,Chrome 114.0.5735.198,,,2023-06-28 09:15:56,2023-06-28 09:15:56,0.041s,PASSED
"openBrowser("""")",Chrome 114.0.5735.198,,,2023-06-28 09:15:56,2023-06-28 09:16:08,11.202s,PASSED
"navigateToUrl(""https://cms.demo.katalon.com/my-account/"")",Chrome 114.0.5735.198,,,2023-06-28 09:16:08,2023-06-28 09:16:15,7.488s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__username""))",Chrome 114.0.5735.198,,,2023-06-28 09:16:15,2023-06-28 09:16:19,3.681s,PASSED
"setText(findTestObject(""Page_My account  Katalon Shop/input__username""), username)",Chrome 114.0.5735.198,,,2023-06-28 09:16:19,2023-06-28 09:16:26,6.707s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__password""))",Chrome 114.0.5735.198,,,2023-06-28 09:16:26,2023-06-28 09:16:29,3.345s,PASSED
"setText(findTestObject(""Page_My account  Katalon Shop/input__password""), password)",Chrome 114.0.5735.198,,,2023-06-28 09:16:29,2023-06-28 09:16:35,6.312s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__rememberme""))",Chrome 114.0.5735.198,,,2023-06-28 09:16:35,2023-06-28 09:16:38,3.244s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/button_Log in""))",Chrome 114.0.5735.198,,,2023-06-28 09:16:38,2023-06-28 09:16:44,5.323s,PASSED
"getText(findTestObject(""Object Repository/Page_My account  Katalon Shop/Page_My account  Katalon Shop/strong_KatalonLover""), STOP_ON_FAILURE)",Chrome 114.0.5735.198,,,2023-06-28 09:16:44,2023-06-28 09:16:44,0.136s,PASSED
"responseString = ""KatalonLover""",Chrome 114.0.5735.198,,,2023-06-28 09:16:44,2023-06-28 09:16:44,0.001s,PASSED
"expectedString = ""katalonlover""",Chrome 114.0.5735.198,,,2023-06-28 09:16:44,2023-06-28 09:16:44,0.001s,PASSED
if (responseString.toUpperCase() == expectedString),Chrome 114.0.5735.198,,,2023-06-28 09:16:44,2023-06-28 09:16:44,0.001s,PASSED
else,Chrome 114.0.5735.198,,,2023-06-28 09:16:44,2023-06-28 09:16:44,0.009s,PASSED
closeBrowser(),Chrome 114.0.5735.198,,,2023-06-28 09:16:44,2023-06-28 09:16:44,0.112s,PASSED
Start listener action : autoUpdateJobStatus,Chrome 114.0.5735.198,,,2023-06-28 09:16:44,2023-06-28 09:16:44,0.003s,PASSED
