Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Order,Chrome 112.0.5615.49,,,2023-04-08 16:23:35,2023-04-08 16:23:52,16.409s,ERROR
,,,,,,,
Test Cases/Order Process/Order Item 01,Chrome 112.0.5615.49,,,2023-04-08 16:23:36,2023-04-08 16:23:46,10.066s,ERROR
Start listener action : enableSauceLabs,Chrome 112.0.5615.49,,,2023-04-08 16:23:36,2023-04-08 16:23:36,0.022s,PASSED
"callTestCase(findTestCase(""Account/Login successfully""), [:], STOP_ON_FAILURE)",Chrome 112.0.5615.49,,,2023-04-08 16:23:36,2023-04-08 16:23:46,9.596s,ERROR
Start listener action : autoUpdateJobStatus,Chrome 112.0.5615.49,,,2023-04-08 16:23:46,2023-04-08 16:23:46,0.001s,PASSED
,,,,,,,
Test Cases/Order Process/Check order 02,Chrome 112.0.5615.49,,,2023-04-08 16:23:46,2023-04-08 16:23:52,5.893s,ERROR
Start listener action : enableSauceLabs,Chrome 112.0.5615.49,,,2023-04-08 16:23:46,2023-04-08 16:23:46,0.001s,PASSED
"callTestCase(findTestCase(""Account/Login successfully""), [:], STOP_ON_FAILURE)",Chrome 112.0.5615.49,,,2023-04-08 16:23:46,2023-04-08 16:23:52,5.604s,ERROR
Start listener action : autoUpdateJobStatus,Chrome 112.0.5615.49,,,2023-04-08 16:23:52,2023-04-08 16:23:52,0.001s,PASSED
