Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Remove,Chrome 112.0.5615.49,,,2023-04-08 16:28:35,2023-04-08 16:29:27,51.977s,FAILED
,,,,,,,
Test Cases/Order Process/Checkout 03,Chrome 112.0.5615.49,,,2023-04-08 16:28:35,2023-04-08 16:29:03,27.932s,FAILED
Start listener action : enableSauceLabs,Chrome 112.0.5615.49,,,2023-04-08 16:28:35,2023-04-08 16:28:35,0.027s,PASSED
"callTestCase(findTestCase(""Order Process/Check order 02""), [:], STOP_ON_FAILURE)",Chrome 112.0.5615.49,,,2023-04-08 16:28:36,2023-04-08 16:29:03,27.428s,FAILED
Start listener action : autoUpdateJobStatus,Chrome 112.0.5615.49,,,2023-04-08 16:29:03,2023-04-08 16:29:03,0.001s,PASSED
,,,,,,,
Test Cases/Order Process/remove items 04,Chrome 112.0.5615.49,,,2023-04-08 16:29:03,2023-04-08 16:29:27,23.585s,PASSED
Start listener action : enableSauceLabs,Chrome 112.0.5615.49,,,2023-04-08 16:29:03,2023-04-08 16:29:03,0.006s,PASSED
"callTestCase(findTestCase(""Account/Login successfully""), [:], STOP_ON_FAILURE)",Chrome 112.0.5615.49,,,2023-04-08 16:29:04,2023-04-08 16:29:13,9.200s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/Page_Katalon Shop  Katalon Ecommerce/Page_Cart  Katalon Shop/a_Cart""))",Chrome 112.0.5615.49,,,2023-04-08 16:29:13,2023-04-08 16:29:17,3.723s,PASSED
SamplePageTitle = getWindowTitle(),Chrome 112.0.5615.49,,,2023-04-08 16:29:17,2023-04-08 16:29:17,0.008s,PASSED
"verifyMatch(SamplePageTitle, ""Cart – Katalon Shop"", false)",Chrome 112.0.5615.49,,,2023-04-08 16:29:17,2023-04-08 16:29:17,0.002s,PASSED
delay(10),Chrome 112.0.5615.49,,,2023-04-08 16:29:17,2023-04-08 16:29:27,10.021s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/a_""), 0, CONTINUE_ON_FAILURE)",Chrome 112.0.5615.49,,,2023-04-08 16:29:27,2023-04-08 16:29:27,0.099s,PASSED
"click(findTestObject(""Object Repository/a_""))",Chrome 112.0.5615.49,,,2023-04-08 16:29:27,2023-04-08 16:29:27,0.276s,PASSED
Start listener action : autoUpdateJobStatus,Chrome 112.0.5615.49,,,2023-04-08 16:29:27,2023-04-08 16:29:27,0.000s,PASSED
