Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Account,Chrome 111.0.5563.146,,,2023-03-29 14:23:57,2023-03-29 14:24:24,27.112s,FAILED
,,,,,,,
Test Cases/Account/Login successfully,Chrome 111.0.5563.146,,,2023-03-29 14:23:58,2023-03-29 14:24:07,8.999s,FAILED
"openBrowser("""")",Chrome 111.0.5563.146,,,2023-03-29 14:23:58,2023-03-29 14:24:02,3.415s,PASSED
"navigateToUrl(""https://cms.demo.katalon.com/my-account/"")",Chrome 111.0.5563.146,,,2023-03-29 14:24:02,2023-03-29 14:24:06,4.297s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__username""))",Chrome 111.0.5563.146,,,2023-03-29 14:24:06,2023-03-29 14:24:06,0.468s,PASSED
"setText(findTestObject(""Page_My account  Katalon Shop/input__username""), username)",Chrome 111.0.5563.146,,,2023-03-29 14:24:06,2023-03-29 14:24:07,0.299s,FAILED
,,,,,,,
Test Cases/Account/Login fails,Chrome 111.0.5563.146,,,2023-03-29 14:24:07,2023-03-29 14:24:13,5.810s,FAILED
"openBrowser("""")",Chrome 111.0.5563.146,,,2023-03-29 14:24:07,2023-03-29 14:24:08,0.794s,PASSED
"navigateToUrl(""https://cms.demo.katalon.com/my-account/"")",Chrome 111.0.5563.146,,,2023-03-29 14:24:08,2023-03-29 14:24:12,4.059s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__username""))",Chrome 111.0.5563.146,,,2023-03-29 14:24:12,2023-03-29 14:24:12,0.416s,PASSED
"setText(findTestObject(""Page_My account  Katalon Shop/input__username""), username)",Chrome 111.0.5563.146,,,2023-03-29 14:24:12,2023-03-29 14:24:13,0.297s,FAILED
,,,,,,,
Test Cases/Account/Log out,Chrome 111.0.5563.146,,,2023-03-29 14:24:13,2023-03-29 14:24:18,5.861s,FAILED
"callTestCase(findTestCase(""Account/Login fails""), [:], STOP_ON_FAILURE)",Chrome 111.0.5563.146,,,2023-03-29 14:24:13,2023-03-29 14:24:18,5.619s,FAILED
,,,,,,,
Test Cases/Account/Change password,Chrome 111.0.5563.146,,,2023-03-29 14:24:18,2023-03-29 14:24:24,5.867s,FAILED
"callTestCase(findTestCase(""Account/Log out""), [:], STOP_ON_FAILURE)",Chrome 111.0.5563.146,,,2023-03-29 14:24:19,2023-03-29 14:24:24,5.665s,FAILED
