Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Account,Chrome 111.0.5563.146,,,2023-03-29 14:12:35,2023-03-29 14:13:27,51.508s,PASSED
,,,,,,,
Test Cases/Account/Login successfully,Chrome 111.0.5563.146,,,2023-03-29 14:12:36,2023-03-29 14:12:49,13.251s,PASSED
"openBrowser("""")",Chrome 111.0.5563.146,,,2023-03-29 14:12:36,2023-03-29 14:12:40,3.484s,PASSED
"navigateToUrl(""https://cms.demo.katalon.com/my-account/"")",Chrome 111.0.5563.146,,,2023-03-29 14:12:40,2023-03-29 14:12:44,4.758s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__username""))",Chrome 111.0.5563.146,,,2023-03-29 14:12:44,2023-03-29 14:12:45,0.473s,PASSED
"setText(findTestObject(""Page_My account  Katalon Shop/input__username""), username)",Chrome 111.0.5563.146,,,2023-03-29 14:12:45,2023-03-29 14:12:45,0.485s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__password""))",Chrome 111.0.5563.146,,,2023-03-29 14:12:45,2023-03-29 14:12:46,0.302s,PASSED
"setText(findTestObject(""Page_My account  Katalon Shop/input__password""), password)",Chrome 111.0.5563.146,,,2023-03-29 14:12:46,2023-03-29 14:12:46,0.200s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/input__rememberme""))",Chrome 111.0.5563.146,,,2023-03-29 14:12:46,2023-03-29 14:12:46,0.137s,PASSED
"click(findTestObject(""Page_My account  Katalon Shop/button_Log in""))",Chrome 111.0.5563.146,,,2023-03-29 14:12:46,2023-03-29 14:12:49,2.598s,PASSED
"getText(findTestObject(""Object Repository/Page_My account  Katalon Shop/Page_My account  Katalon Shop/strong_KatalonLover""), STOP_ON_FAILURE)",Chrome 111.0.5563.146,,,2023-03-29 14:12:49,2023-03-29 14:12:49,0.200s,PASSED
"responseString = ""KatalonLover""",Chrome 111.0.5563.146,,,2023-03-29 14:12:49,2023-03-29 14:12:49,0.000s,PASSED
